,Story,Sentence,Type
196,“איפה הראש שלי” מאת תמי לבנת מלכה,באחד מבתי הקפה הקטנים עם השולחנות העגולים המסודרים בצפיפות הוא אמר שהוא רוצה לקנות לי את כל העולם.,NotDescriptive
197,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני נכנסת לטראנס של קשקושים, במודעות מלאה, בכוונה ברורה.",NotDescriptive
198,“איפה הראש שלי” מאת תמי לבנת מלכה," לך כבר, עכברוש דוחה! והוא הולך. ",MightDescriptive
199,“איפה הראש שלי” מאת תמי לבנת מלכה,עוד עשר דקות צריך ללכת לגן.,NotDescriptive
200,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני עוצרת את הדמעות בכל כוחי, למען בני.",Descriptive
201,“איפה הראש שלי” מאת תמי לבנת מלכה,"סוף-סוף! היא מניחה את כוס הקפה, וכעת היא עומדת יחד עם בנה ליד הדלת ואני לא עוזבת את הטלפון, הוא צמוד חזק-חזק לאוזן.",Descriptive
202,“איפה הראש שלי” מאת תמי לבנת מלכה,. ריחות אלימים מכאיבים לגופי.,NotDescriptive
203,“איפה הראש שלי” מאת תמי לבנת מלכה,רציתי לעשות משהו ואינני מצליחה להיזכר מהו. אני מוצמדת לסיר המבעבע.,NotDescriptive
204,“איפה הראש שלי” מאת תמי לבנת מלכה,"לצלול אל תוך המצע המפנק, המענג, של השקט. בלי דאגות, רק חום נעים ומלטף, רק מנוחה מעצמי.",Descriptive
205,“איפה הראש שלי” מאת תמי לבנת מלכה,"איך קראו לה, למשרתת שרק רצתה לישון?",Descriptive
206,“איפה הראש שלי” מאת תמי לבנת מלכה," הבושם שלה מסיח את דעתי יותר ויותר. הוא מעורר בי בחילה, והבחילה מעוררת בי את בית החולים אחרי התאונה, ובית החולים מעורר בי את האח, והאח מעורר בי את השיתוק המוטורי.",NotDescriptive
207,“איפה הראש שלי” מאת תמי לבנת מלכה,נזקקתי בדחיפות לדבר עם מישהו. התקשרתי לבעלי.,NotDescriptive
208,“איפה הראש שלי” מאת תמי לבנת מלכה,"מנופפת לשלום ביד הפנויה, והנה זה נגמר. אנחנו לבד. כן, אני אצליח לשרוד את היום הזה.",NotDescriptive
209,“איפה הראש שלי” מאת תמי לבנת מלכה,"“בואי, חלצי נעליים, אני אמתין בחדר השני. תקראי לי כשאת מוכנה.”
",Descriptive
210,“איפה הראש שלי” מאת תמי לבנת מלכה,אצטרך להיות עם בעלי ולהקשיב לו ולהשתעמם בשקט.,NotDescriptive
211,“איפה הראש שלי” מאת תמי לבנת מלכה,פני התעוותו והתחלתי לדבר בקול רם: את לא משוגעת.,NotDescriptive
212,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא לא היה אסרטיבי, וזה עורר בי זעם",NotDescriptive
213,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני קוטעת את הלהג ומתנצלת הכי יפה שאפשר, וממציאה שיש לי שיחת טלפון חשובה.",NotDescriptive
214,“איפה הראש שלי” מאת תמי לבנת מלכה,"האמא הזאת תלך ותרכל לכל האמהות האחרות ותגיד שאני משוגעת, והן ירחיקו את הילדים מהבן שלי, והוא יהיה בודד ודחוי.",NotDescriptive
215,“איפה הראש שלי” מאת תמי לבנת מלכה,"ואני בטוחה שכולם פה נגדי, בטוחה שלא יתנו לי את התינוק שלי.",NotDescriptive
216,“איפה הראש שלי” מאת תמי לבנת מלכה,"על גבו שערות שחורות. תלתלים קטנים, ריחות סבון ובושם וזיעה קלה נסבלת, שומות חומות, כתם לידה, בהרות קיץ.",Descriptive
217,“איפה הראש שלי” מאת תמי לבנת מלכה,קיומי הפך מנותק ומבודד.,NotDescriptive
218,“איפה הראש שלי” מאת תמי לבנת מלכה,כל ניסיונות ההרגעה שלי עלו בתוהו.,NotDescriptive
219,“איפה הראש שלי” מאת תמי לבנת מלכה,"“אני לא יכולה, אני לא יכולה. אני מפחדת, הכול מפחיד אותי. אני מפחדת שלא אצליח להיות אמא היום.”",Descriptive
220,“איפה הראש שלי” מאת תמי לבנת מלכה,אקח את מחלת העצבים ואפרק אותה לגורמים.,NotDescriptive
221,“איפה הראש שלי” מאת תמי לבנת מלכה,"הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.",Descriptive
222,“איפה הראש שלי” מאת תמי לבנת מלכה,"ראשי עדיין לא נמצא במקום המתאים, בהקשר של הרגע. ",NotDescriptive
223,“איפה הראש שלי” מאת תמי לבנת מלכה,שנפרדנו הוא אמר: “אמא אני אוהב אותך”. אני אמרתי: “אני אוהבת אותך יותר”. אחר כך הצטערתי שאני מציגה את הכול כאילו שאנחנו חלק מאיזו תחרות מזוינת. יכולתי פשוט לומר שאני אוהבת אותו כמו שהוא אוהב אותי.,NotDescriptive
224,“איפה הראש שלי” מאת תמי לבנת מלכה,"התינוק נשלף כמו דבק או פלסטר שנדבק לעור, בזמן שמקלפים אותו מהגוף.",Descriptive
225,“איפה הראש שלי” מאת תמי לבנת מלכה,אני לא במקום הנכון.,NotDescriptive
226,“איפה הראש שלי” מאת תמי לבנת מלכה,"החלטתי שאני חייבת לבחון אותו, לבדוק אם הוא רוצה אותי, והלכתי לשירותים והמלצר הלך בעקבותיי ואמרתי לו את שם המלון וידעתי שבאחת בלילה דב כבר ינחר, וסיכמנו שהוא יחכה לי בלובי. ",NotDescriptive
227,“איפה הראש שלי” מאת תמי לבנת מלכה,רגשתי מחויבת לטפל בו.,NotDescriptive
228,“איפה הראש שלי” מאת תמי לבנת מלכה,"בכל פעם שהמיילדת הודיעה שמגיע ציר ועליי ללחוץ חשבתי על דב והשנאה שלי אליו, זה לא עזר.",Descriptive
229,“איפה הראש שלי” מאת תמי לבנת מלכה,"תנשמי. תחשבי על בנך, הוא לא רוצה שתשתגעי.",NotDescriptive
230,“איפה הראש שלי” מאת תמי לבנת מלכה,הצלחתי להתלבש במהירות מבלי להסס ולזעוף אל מול ארון הבגדים; ,Descriptive
231,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מלצרית שמגישה נקניקיות.,Descriptive
232,“איפה הראש שלי” מאת תמי לבנת מלכה,תפתחי לו את הדלת ותגמרי עם זה כבר. ,Descriptive
233,“איפה הראש שלי” מאת תמי לבנת מלכה,לכבות נרות. התיק. הפלאפון חשוב ביותר,Descriptive
234,“איפה הראש שלי” מאת תמי לבנת מלכה,"לא מאתרת שרירים תפוסים, לא חשה במתח",Descriptive
235,“איפה הראש שלי” מאת תמי לבנת מלכה, גוף שלא אומר מאום.,Descriptive
236,“איפה הראש שלי” מאת תמי לבנת מלכה,"בעלי מתקשר אליי כל כמה דקות לוודא שאני בסדר, וזה מאלץ אותי להיות בסדר.",NotDescriptive
237,“איפה הראש שלי” מאת תמי לבנת מלכה,בכיתי.,NotDescriptive
238,“איפה הראש שלי” מאת תמי לבנת מלכה," לא מתנצלים, דוחפים את האף שלהם לכל חור, מאחלים כל טוב ואז מגדפים.",Descriptive
239,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני נותנת לכפות ידיי לעשות את העבודה, הן מיומנות וגוברות על המחשבות הרעות",NotDescriptive
240,“איפה הראש שלי” מאת תמי לבנת מלכה,"חקרתי את תווי פניו: לא סימטרי, לא יפה, לא חינני, לא צעיר, לא מיוחד. שמנוני, גס, מחוספס, בוטה.",Descriptive
241,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני יושבת על הרצפה, שעונה על דלת הכניסה לבית, מחכה שרותי תגיע לטיפול שלה.",NotDescriptive
242,“איפה הראש שלי” מאת תמי לבנת מלכה,בלטנו מאוד.,Descriptive
243,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא מציית בעיוורון לגננת. ,NotDescriptive
244,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מסכימה ומתקשרת להורים של החברים ,NotDescriptive
245,“איפה הראש שלי” מאת תמי לבנת מלכה,"ראיתי את כל הכיעור בתאורה מלאה, בלי שום הסוואה.",NotDescriptive
246,“איפה הראש שלי” מאת תמי לבנת מלכה,"לא עמד לו, והוא נרדם תוך כדי שדיברתי.",Descriptive
247,“איפה הראש שלי” מאת תמי לבנת מלכה, לא נראה לי שהיא מתכוונת ללכת.,Descriptive
248,“איפה הראש שלי” מאת תמי לבנת מלכה,"עם כל המכשולים, המוגלה והשכבות העבות.",Descriptive
249,“איפה הראש שלי” מאת תמי לבנת מלכה, גוף לא יפה ולא מכוער.,Descriptive
250,“איפה הראש שלי” מאת תמי לבנת מלכה,לא אתן לזה לקרות עכשיו כשאני אמא.,NotDescriptive
251,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני מלטפת אותו, וככה מקבלת קצת אומץ לא להתפרק מול האמא הזו ששותה קפה בסלון שלי.",NotDescriptive
252,“איפה הראש שלי” מאת תמי לבנת מלכה,"כל יד שלי אוחזת במותן אחת שלו, והוא שוקע אל תוך הטלטולים הנעימים.",Descriptive
253,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא זקוק לערסול, לנדנודים עדינים שיפרמו לאט את המועקה שמופיעה בצורת דקירה שמוקרנת אל גבו.",Descriptive
254,“איפה הראש שלי” מאת תמי לבנת מלכה," בורות, חללים שמולאו בקש.",Descriptive
255,“איפה הראש שלי” מאת תמי לבנת מלכה," החושך נעים והמים חמים אבל אמא כועסת, היא צריכה לעשות פיפי והיא מתאפקת ולוחץ לה והיא ממשיכה להתאפק.",Descriptive
256,“איפה הראש שלי” מאת תמי לבנת מלכה,מתחתי את הלחיים חזק עד שהרגשתי ששפתיי עומדות להיקרע.,NotDescriptive
257,“איפה הראש שלי” מאת תמי לבנת מלכה,"נה, נעצמות לו העיניים. לילה טוב, אהוב שלי.",Descriptive
258,“איפה הראש שלי” מאת תמי לבנת מלכה,קצת התגעגעתי אליו.,Descriptive
259,“איפה הראש שלי” מאת תמי לבנת מלכה,אם אתפרק לא יהיה מי שישמור עליכם.,NotDescriptive
260,“איפה הראש שלי” מאת תמי לבנת מלכה,השכן לא הרפה: הדפיקות התחלפו בצלצולים וכל צלצול הגביר את הלחץ ואת אי השקט.,NotDescriptive
261,“איפה הראש שלי” מאת תמי לבנת מלכה,אני בחוץ. ההליכה מהבית לגן נמשכת שש וחצי דקות.,NotDescriptive
262,“איפה הראש שלי” מאת תמי לבנת מלכה, ידי אוחזת בכל הכוח ביד של אחות. ,Descriptive
263,“איפה הראש שלי” מאת תמי לבנת מלכה,"להחזיר את השלווה, להרגיש מפוכחת.",Descriptive
264,“איפה הראש שלי” מאת תמי לבנת מלכה,"להחזיר את השלווה, להרגיש מפוכחת.",Descriptive
265,“איפה הראש שלי” מאת תמי לבנת מלכה,אני נושכת את עצמי בכל הכוח כדי לא להוציא את הזעם על מישהו אחר.,NotDescriptive
266,“איפה הראש שלי” מאת תמי לבנת מלכה,אח לא מוכר נכנס לחדר.,NotDescriptive
267,“איפה הראש שלי” מאת תמי לבנת מלכה,"לד אחד אומר: “אבל אמא שלי נותנת לנו גם קטשופ וגם מלפלפון וגם עגבנייה ו… ו… ו… ומיץ פטל וגם… וגם לחמנייה.”
",Descriptive
268,“איפה הראש שלי” מאת תמי לבנת מלכה,"הפה והלב לא שווים. מציצים, מרחרחים, פולשים.",Descriptive
269,“איפה הראש שלי” מאת תמי לבנת מלכה,"חדר הלידה, צירים, אחות שמנסה לעזור לי.",Descriptive
270,“איפה הראש שלי” מאת תמי לבנת מלכה,"אשיר שיר כל הדרך, אסיח את דעתי מההזיות המרטיטות שתוקפות אותי.",NotDescriptive
271,“איפה הראש שלי” מאת תמי לבנת מלכה," ידיי מנענעות ואני נכנסת לטראנס, כמו מאמין ששקוע כולו בתפילה עמוקה.",NotDescriptive
272,“איפה הראש שלי” מאת תמי לבנת מלכה,"“אמא, אני רעב. אנחנו רעבים, רוצים נקנקיות.”",NotDescriptive
273,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא הזריק לי חומר ששיתק את יכולותיי המוטוריות,NotDescriptive
274,“איפה הראש שלי” מאת תמי לבנת מלכה,"מהר מאוד גיליתי שאני לא יכולה לסבול את הריח שלו – הוא נדף זיעה, גוף שלא התרחץ ימים רבים.",Descriptive
275,“איפה הראש שלי” מאת תמי לבנת מלכה,"לטיפול הילינג ועיסוי כפות רגליים, תחזרי להיות בן אדם! אני לא רוצה. אני לא רוצה. אין לך ברירה.",Descriptive
276,“איפה הראש שלי” מאת תמי לבנת מלכה,"הנה היא, ההומלסית.",NotDescriptive
277,“איפה הראש שלי” מאת תמי לבנת מלכה,לא! מסטיק לא הולך יחד עם טיפול. ,Descriptive
278,“איפה הראש שלי” מאת תמי לבנת מלכה,"איך הן משאירות את הילדים שלהן לבד אתי, מטומטמות! ",NotDescriptive
279,“איפה הראש שלי” מאת תמי לבנת מלכה,הלכתי על קצות האצבעות והצצתי דרך העינית.,NotDescriptive
280,“איפה הראש שלי” מאת תמי לבנת מלכה,לפתע נשמעו דפיקות בדלת.,NotDescriptive
281,“איפה הראש שלי” מאת תמי לבנת מלכה,"לך כבר, סוטה! קיבלת מה שרצית, לך כבר! גברים עם כרס בחדרי מדרגות מסוכנים מאוד.",Descriptive
282,“איפה הראש שלי” מאת תמי לבנת מלכה,"איך קראו לה, למשרתת שרק רצתה לישון?
וארקה, שמה וארקה.",Descriptive
283,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא עושה את זה בכוונה כדי שאצא מדעתי.,NotDescriptive
284,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מציצה בעינית.,NotDescriptive
285,“איפה הראש שלי” מאת תמי לבנת מלכה,דחפו לי סטרואידים וזה גורם לידיים לרעוד ולגוף להזיע.,Descriptive
286,“איפה הראש שלי” מאת תמי לבנת מלכה,"העובדה שהוא בקושי דיבר אנגלית ואני לא ידעתי מילה בשפתו, הצילה את המצב.",NotDescriptive
287,“איפה הראש שלי” מאת תמי לבנת מלכה," להיות דוגמה ומופת, זה כל העניין.",NotDescriptive
288,“איפה הראש שלי” מאת תמי לבנת מלכה,תני לו את המעטפה עם תשלום ועד הבית.,Descriptive
289,“איפה הראש שלי” מאת תמי לבנת מלכה,הם מבקשים שאקשור להם מטפחות על הראש.,Descriptive
290,“איפה הראש שלי” מאת תמי לבנת מלכה, רותי לא תשים לב לשום דבר. ,NotDescriptive
291,“איפה הראש שלי” מאת תמי לבנת מלכה,"חייכתי לבני היפה והאהוב. בחרתי עבורו בגדים, הכנתי לו שוקו.",Descriptive
292,“איפה הראש שלי” מאת תמי לבנת מלכה,"תדליקי את הטלוויזיה ותשקעי באיזושהי תכנית, עד שהמחשבות הרעות יעברו.”",Descriptive
293,“איפה הראש שלי” מאת תמי לבנת מלכה,ליקקתי את הפצעים של דב. ,Descriptive
294,“איפה הראש שלי” מאת תמי לבנת מלכה,"הפה והלב לא שווים. מציצים, מרחרחים, פולשים.",Descriptive
295,“איפה הראש שלי” מאת תמי לבנת מלכה,אשעמם אותה כל כך עד שהיא תרצה ללכת.,NotDescriptive
296,“איפה הראש שלי” מאת תמי לבנת מלכה,"קרובה. משרתת אומללה,",Descriptive
297,“איפה הראש שלי” מאת תמי לבנת מלכה,לא שומעת מילה ממה שהשפתיים שלה – הצבועות בסגול – אומרות,Descriptive
298,“איפה הראש שלי” מאת תמי לבנת מלכה,הייתי רוצה שהבית יהיה מצוחצח ומבריק מבלי שאנקה אותו.,Descriptive
299,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני סוגרת את הדלת אחריה, נועלת פעמיים ומתחילה לבכות.",NotDescriptive
300,“איפה הראש שלי” מאת תמי לבנת מלכה, בחדר הלידה זיהיתי את הקרע הראשון בזוגיות שלנו.,NotDescriptive
301,“איפה הראש שלי” מאת תמי לבנת מלכה,"לפני שאני מתחילה, אני מזכירה לעצמי פרט אחד קטן אבל חשוב: זו עבודה, פרנסה, חבל ההצלה. לא להיגעל.",NotDescriptive
302,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני רוצה שתהייה לידי, קרובה. משרתת אומללה, נתחנן יחד לשינה מתוקה.",MightDescriptive
303,“איפה הראש שלי” מאת תמי לבנת מלכה,"והנה היא, שמחטטת בפח הזבל.",NotDescriptive
304,“איפה הראש שלי” מאת תמי לבנת מלכה,להיות תמיד בשליטה מלאה.,Descriptive
305,“איפה הראש שלי” מאת תמי לבנת מלכה,הם לא מצליחים להוציא את התינוק.,NotDescriptive
306,“איפה הראש שלי” מאת תמי לבנת מלכה,נשמתו הרקובה רודפת אותי.,NotDescriptive
307,“איפה הראש שלי” מאת תמי לבנת מלכה,"רותי מתמסרת, מפקירה את גופה לידיי.",NotDescriptive
308,“איפה הראש שלי” מאת תמי לבנת מלכה,גופי לא חש בדפיקות.,NotDescriptive
309,“איפה הראש שלי” מאת תמי לבנת מלכה, לטפל בכל מובן,NotDescriptive
310,“איפה הראש שלי” מאת תמי לבנת מלכה,"אבל אי אפשר לישון, לצלול אל תוך המצע המפנק, המענג, של השקט.",Descriptive
311,“איפה הראש שלי” מאת תמי לבנת מלכה,בעלי ניסה להרגיע אותי וזה הגביר את עצבנותי.,NotDescriptive
312,“איפה הראש שלי” מאת תמי לבנת מלכה,לפני כן הייתי נטולת מודעות.,Descriptive
313,“איפה הראש שלי” מאת תמי לבנת מלכה,"מעטפה מוכנה עם כסף חיכתה לו על השולחן, אבל לא הייתי מסוגלת לפתוח לו את הדלת.",NotDescriptive
314,“איפה הראש שלי” מאת תמי לבנת מלכה,התזתי טיפת בושם.,Descriptive
315,“איפה הראש שלי” מאת תמי לבנת מלכה,"תלעסי מסטיק, זה ירגיע אותך.",Descriptive
316,“איפה הראש שלי” מאת תמי לבנת מלכה,"“אמא! אמא! תנגבי לי!”
",Descriptive
317,“איפה הראש שלי” מאת תמי לבנת מלכה," אמלא אותה לאט-לאט, בזהירות, ואברח.",NotDescriptive
318,“איפה הראש שלי” מאת תמי לבנת מלכה,כשארגיש את כף ידו הקטנה והחמימה של בני אקבל ביטחון. ,NotDescriptive
319,“איפה הראש שלי” מאת תמי לבנת מלכה,היום הוא רוצה להזמין שני חברים.,NotDescriptive
320,“איפה הראש שלי” מאת תמי לבנת מלכה,"כדי להישאר בריכוז אני משננת: “רותי, שתהיי בריאה, תהי יפה, תהי שמחה”.",Descriptive
321,“איפה הראש שלי” מאת תמי לבנת מלכה,"אין לנו נושא משותף, הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.",MightDescriptive
322,“איפה הראש שלי” מאת תמי לבנת מלכה,"לא מחלים, מתעקש.",Descriptive
323,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מקבלת שתיקה גדולה מגופה.,NotDescriptive
324,“איפה הראש שלי” מאת תמי לבנת מלכה,כיסיתי את עצמי היטב למרות החום ששרר.,NotDescriptive
325,“איפה הראש שלי” מאת תמי לבנת מלכה,"התיישבתי מיואשת על הרצפה ליד דלת הכניסה, קילפתי את העור סביב הציפורניים בכפות הידיים וחיכיתי שרותי תצלצל.",MightDescriptive
326,“איפה הראש שלי” מאת תמי לבנת מלכה,איש המערות.,Descriptive
327,“איפה הראש שלי” מאת תמי לבנת מלכה,ותרתי עם פצע פעור שדורש טיפול תמידי.,NotDescriptive
328,“איפה הראש שלי” מאת תמי לבנת מלכה,אני לא יכולה לשמוע את הצלצולים.,NotDescriptive
329,“איפה הראש שלי” מאת תמי לבנת מלכה,תכף ישתרר שקט. בני רגוע ונינוח.,Descriptive
330,“איפה הראש שלי” מאת תמי לבנת מלכה,התאונה הייתה כמסע תענוגות לעומת השהות בבית החולים.,NotDescriptive
331,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מספיקה לראות את החלוק הלבן של הרופא,Descriptive
332,“איפה הראש שלי” מאת תמי לבנת מלכה,החליט דווקא הבוקר לדבר אתי. הוא קיבל ביטחון והמטיר שאלות משונות על השמלה שלי,Descriptive
333,“איפה הראש שלי” מאת תמי לבנת מלכה,מהעבר השני עמד השכן מוועד הבית. ,NotDescriptive
334,“איפה הראש שלי” מאת תמי לבנת מלכה,החלונות היו פתוחים ופחדתי שמישהו יוכל להציץ עליי.,NotDescriptive
335,“איפה הראש שלי” מאת תמי לבנת מלכה,פשטתי את השמלה ולבשתי פיג’מה. ,Descriptive
336,“איפה הראש שלי” מאת תמי לבנת מלכה,יותר מכול הכעיסה אותי חוצפתם של אנשים; זרים וקרובים,NotDescriptive
337,“איפה הראש שלי” מאת תמי לבנת מלכה,חשבתי שהוא לא מבין כלום – רק לדחוף כדורים.,NotDescriptive
338,“איפה הראש שלי” מאת תמי לבנת מלכה,אולי זו שלווה. אני מחממת את כפות ידיי. ,NotDescriptive
339,“איפה הראש שלי” מאת תמי לבנת מלכה,"נכנסתי לחדר האמבטיה ולבשתי את הבגדים הכי מחמיאים שברשותי והסרתי את כל האיפור, כי בלילה לא צריך לטשטש באיפור, הכי טוב טבעי.",MightDescriptive
340,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא מיד מתחיל עם כל ה”אמא תקני לי, אמא תביאי לי, אמא ככה ואמא ככה”. אני מביטה בו ממרחק ונעצבת שילד הפרא שלי אולף, נכנע לכללים",Descriptive
341,“איפה הראש שלי” מאת תמי לבנת מלכה,הבוקר התעוררתי בתחושה שאני נורמאלית.,NotDescriptive
342,“איפה הראש שלי” מאת תמי לבנת מלכה,היא מאותתת לי שהיא רוצה ללכת. ,NotDescriptive
343,“איפה הראש שלי” מאת תמי לבנת מלכה,אני טרודה בתכנון בריחה: הימלטות מבעלי ומבני. להגיע לרוסיה. אם אלך לא יהיה לי לאן לשוב.,NotDescriptive
344,“איפה הראש שלי” מאת תמי לבנת מלכה," העולם מתפרק לחתיכות עלובות, ואי אפשר לעשות דבר עם הפיסות האלו.",NotDescriptive
345,“איפה הראש שלי” מאת תמי לבנת מלכה,גופי מתנדנד קדימה-אחורה בקצב אחיד ואני נעלמת אל תוך רחם אמי.,Descriptive
346,“איפה הראש שלי” מאת תמי לבנת מלכה,היו מקרים שאדם זר הרשה לעצמו לעצור אותי באמצע הרחוב ולשאול מה אני עושה עם התרח הזה.,NotDescriptive
347,“איפה הראש שלי” מאת תמי לבנת מלכה,חייכתי לבני היפה והאהוב.,Descriptive
348,“איפה הראש שלי” מאת תמי לבנת מלכה, הלא צעיר והלא זקן בשמן ארומאטי. ,Descriptive
349,“איפה הראש שלי” מאת תמי לבנת מלכה,אנחנו שוכבים במיטה והכול בסדר עכשיו.,NotDescriptive
350,“איפה הראש שלי” מאת תמי לבנת מלכה,והוא הולך,NotDescriptive
351,“איפה הראש שלי” מאת תמי לבנת מלכה,אני נרעדת אבל המגע שלו טוב וזה מחזיר אותי לסלון.,NotDescriptive
352,“איפה הראש שלי” מאת תמי לבנת מלכה,הריח המושלם של התינוק עזר לי להישאר שפויה.,NotDescriptive
353,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני מרגישה שמנדנדים לי את היד. “אמא, אמא! נו, אמא!” עוד רגע היד תעקר ממקומה. אני מתעוררת. מטפחות על הראש. שלושה שודדי-ים שצריכים להפליג על רפסודה, למצוא את האוצר האבוד.",NotDescriptive
354,“איפה הראש שלי” מאת תמי לבנת מלכה,אובססיה לנאיביות.,Descriptive
355,“איפה הראש שלי” מאת תמי לבנת מלכה,"עשי את עצמך מדברת בפלאפון, זו גם שיטה להתחמקות.",Descriptive
356,“איפה הראש שלי” מאת תמי לבנת מלכה,"זהו, אני אעשה כאילו שאני היא… הגבהתי את קולי לדקיקות מגוחכת ואמרתי: “סורי מיסטר, נו באדי הום, איים נוט טו אופן נו באדי”. הצצתי דרך העינית.",NotDescriptive
357,“איפה הראש שלי” מאת תמי לבנת מלכה,אדאג שתהייה לו ארוחת ערב מזינה. יש לי מחויבות ועל כן אינני יכולה לברוח. אקלח אותו עד שיהיה מבהיק ואספר לו את הסיפור שכבר שבוע אני מבטיחה לספר.,NotDescriptive
358,“איפה הראש שלי” מאת תמי לבנת מלכה," הוא רוכן לרצפה, לוקח את המעטפה ונשאר עוד רגע ארוך מדיי ליד הדלת.",NotDescriptive
359,“איפה הראש שלי” מאת תמי לבנת מלכה,והיא שותה את הקפה שלה לאט-לאט.,Descriptive
360,“איפה הראש שלי” מאת תמי לבנת מלכה,כשיצאתי החוצה השמש סינורה את עיני.,NotDescriptive
361,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא חייך ברגע החדירה, ועינו השמאלית קיפצה, רטטה בעצבנות ללא שליטה.",Descriptive
362,“איפה הראש שלי” מאת תמי לבנת מלכה,העירות הממושכת יתר על המידה מתחילה לתת את אותותיה.,NotDescriptive
363,“איפה הראש שלי” מאת תמי לבנת מלכה,ברגע שהם יעלו על הרפסודה – אברח.,NotDescriptive
364,“איפה הראש שלי” מאת תמי לבנת מלכה,לא הצלחתי לשכב בשקט. ,NotDescriptive
365,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מלטפת את בטני ומתמלאת בזיכרון הלידה.,NotDescriptive
366,“איפה הראש שלי” מאת תמי לבנת מלכה,ואב שוכב על מיטת הטיפולים.,NotDescriptive
367,“איפה הראש שלי” מאת תמי לבנת מלכה,הבטתי במלצר והוא השיב לי מבטים מתגרים. ,NotDescriptive
368,“איפה הראש שלי” מאת תמי לבנת מלכה,"בזיכרון הצרוב, החרוך, שהפך לקעקוע של צלקת בקרקעית הבטן.",Descriptive
369,“איפה הראש שלי” מאת תמי לבנת מלכה,"בזיכרון הצרוב, החרוך, שהפך לקעקוע של צלקת בקרקעית הבטן. חדר הלידה, צירים, אחות שמנסה לעזור לי.",Descriptive
370,“איפה הראש שלי” מאת תמי לבנת מלכה,הייתי רוצה שסלע גדול ינחת ישר על ראשי.,Descriptive
371,“איפה הראש שלי” מאת תמי לבנת מלכה,פחדתי לשקוע בשינה עמוקה ולא להתעורר בזמן לקחת את בני מהגן. ,Descriptive
372,“איפה הראש שלי” מאת תמי לבנת מלכה,"חדלו, מחשבות ארורות. חדלו!
",Descriptive
373,“איפה הראש שלי” מאת תמי לבנת מלכה,ידי אוחזת בכל הכוח ביד של אחות.,NotDescriptive
374,“איפה הראש שלי” מאת תמי לבנת מלכה,ילד שני אומר: “אני הכי אוהב פסטה חוטים אדומים.”,Descriptive
375,“איפה הראש שלי” מאת תמי לבנת מלכה,"בבית אני מגישה להם ממתקים, שומרת מרחק",Descriptive
376,“איפה הראש שלי” מאת תמי לבנת מלכה,"המחשבות המכוערות מזדחלות חזרה, אני לא עוקבת אחר התנועות.",NotDescriptive
377,“איפה הראש שלי” מאת תמי לבנת מלכה,הם מחתימים אותי על טפסים לפני שפותחים לי את הבטן.,NotDescriptive
378,“איפה הראש שלי” מאת תמי לבנת מלכה,כל הזמן קר לי.,NotDescriptive
379,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא חשב שזה מצחיק או רומנטי.,NotDescriptive
380,“איפה הראש שלי” מאת תמי לבנת מלכה,"אעטה ארשת קלילה ולא אקלל, אחייך במקום לירוק להן בפרצוף. אני למען בני",NotDescriptive
381,“איפה הראש שלי” מאת תמי לבנת מלכה,"איבוד הכרה, איבוד הזהות, איבוד השייכות.",Descriptive
382,“איפה הראש שלי” מאת תמי לבנת מלכה,שנאתי את החברים שלו והתחביבים שלו אז כלאתי את עצמי בחדרו,NotDescriptive
383,“איפה הראש שלי” מאת תמי לבנת מלכה,"“מנשה… סליחה, אני לא יכולה לפתוח עכשיו… הנה, אני מעבירה לך את המעטפה מתחת לדלת, רק רגע.”",NotDescriptive
384,“איפה הראש שלי” מאת תמי לבנת מלכה,שיהיה קצת ברוסיה! הוא יהיה מאושר לשחק בשלג. הוא עדיין לא ראה שלג.,Descriptive
385,“איפה הראש שלי” מאת תמי לבנת מלכה,אני לא יכולה לפתוח לו את הדלת.,NotDescriptive
386,“איפה הראש שלי” מאת תמי לבנת מלכה,הוצאתי חולצות מהארון ואטמתי את החרכים.,NotDescriptive
