;Sentence;Type
238;"בניינים חומים גבוהים של מחוז ערמוּמִינוֺ בקרבת הרציף ""עקוּמינו""";Descriptive
239;איזו נוחות מנחמת!;Descriptive
240;"השקם בבוקר, יוצא האדם מביתו, נוסע לתחנת ""פִיסְגוֺבוֺ"", שם הוא רוכש כרטיס לתחנת ""גָלוֺּתִין"" תמורת מאה שבעים ומשהו רובל, ממתין במשך זמן-מה";NotDescriptive
241;טוב, יאללה;NotDescriptive
242;"תובות גרפיטי ""סובלנות היא סרטן"" ו""ליוֺבֵּרְצִי היא עיר רוסית אסלית"" על קיר הבטון של אסופת מוסכים בכניסה לליוברצי.";Descriptive
243;"בניינים בני תשע קומות מתקופתו של ברז'נייב, מרכזי מכירות, תחנות דלק וכנסייה בסגנון הקלאסי.";Descriptive
244;האדם תופס את מקומו ליד החלון;NotDescriptive
245;נוסעים המעטים הם בני גיל העמידה לרוב ובני גיל הזהב.;Descriptive
246;בניין אפור בן חמש קומות;Descriptive
247;כעבור זמן מה האדם נרדם לו בכורסא, וחברו של האדם נרדם על שרפרף;NotDescriptive
248;"אורנים על יד תחנות ""מָלָכוֺבְקָה"", ""מְנֵת-חִלְקִיה"", ""שוֺרינו""";Descriptive
249;במושב הסמוך יושב לו לָקָט פטריות הנועל מגפי גומי, לרגליו ניצב דלי גדול;Descriptive
250;האדם בוהה בפרטי נוף החולפים על פניו במבט מרחף ומפוזר.;NotDescriptive
251;לא נוח במיוחד לישון על שרפרף, וחברו של האדם נוטה שמאלה, קורס מהשרפרף וממשיך לישון על הרצפה;NotDescriptive
252;"בין האורנים האדם מבחין בבקתות עץ ישנות קרוב לתחנות ""אליהוּבְסְקָייָה"", ""מנוחה"", ""קָטָנֺובֺו"".";Descriptive
253;הוא מקריח;Descriptive
254;אף על פי כן, הוא מצליח להבחין בלא מעט פרטים;NotDescriptive
255;ייתכן ובקרון זה נוסעים לקטים נוספים.  ;Descriptive
256;יש לו לחיים סמוקות והוא עליז ורענן;Descriptive
257;חברו של האדם מנער את האדם בכתפו, האדם מתעורר, חושך, האדם וחברו של האדם הולכים לחנות שפתוחה כל הלילה, קונים להם משקה כהלי חלש וגם משקה חזק וחוזרים לדירה;NotDescriptive
258;האדם רואה פרפר צבעוני עצום-מימדים המצוייר על קיר עורפי של בניין בן תשע קומות בְרָמֵנְסְקֺויֶה.;Descriptive
259;רכבת הדיזל משמיעה שריקה קצרה ואט אט מתחילה לנוע לאורך שולי קולומנה;Descriptive
260;האדם רואה;NotDescriptive
261;שותים, משוחחים.  השיחה, אם ניתן להגדיר אותה ככזו, נסובה כעת סביב נושא הכדורגל.;NotDescriptive
262;"האדם רואה רכבת חשמלית מפורקת, מושחתת ועם זאת חדישה למדי בתחנת השירות על יד רציף ""47 ק""מ"".";Descriptive
263;שמן או רזה או נמוך או שגובהו שני מטר;Descriptive
264;זה לא שרווח לו, אבל הוא חש הקלה מסויימת;NotDescriptive
265;לאורך מסילת הרכבת האדם רואה מסילות של חשמלית.;Descriptive
266;עור פניו אפרורי ושפתיו דקות או עבות;Descriptive
267;קורא פתאום חברו של האדם ומרים את עיניו השתויות אל התקרה. ;NotDescriptive
268;מוקדם בבוקר היה מעונן וגשם קל טפטף מעל פיסגובו.;Descriptive
269;בתים דו-קומתיים בפרברי קולומנה;Descriptive
270;האחת מצהירה: הנה, שימו לב;NotDescriptive
271;"האדם שוב נרדם בכורסא וחברו של האדם, טרם נופלו מהשרפרף, צולח לנחות על הספה.";NotDescriptive
272;כעת, כמו שאומרים, התבהרו השמים.;Descriptive
273;שהוא לבוש ברישול, במכנסי טרנינג וגופיה;Descriptive
274;השניה מכריזה;NotDescriptive
275;לשמאלה של המסילה זורם נהר אוֺקָה.;Descriptive
276;קי ומטופח;Descriptive
277;"אחת הכניסות של בית מספר 4 בסמתת השדה השמינית של העיר אגמים,  צועד לאורכה של סמתת השדה השמינית, חולף על יד המכולת ""בואו נהיה חברים"", חוצה את רחוב לנין ומשתרך עד התחנה המרכזית.  בניין התחנה המרכזית הוא בניין מודרני יפה ועגול הצבוע בגוון כחול-אפור.";Descriptive
278;"האדם מתבונן בשמי בוקר כחולים, באורנים, בשדות רחבי ידיים שעל יד רציף ""סובחוז""";Descriptive
279;הוא כמעט ולא נראה מאחורי העצים והבתים, אך נוכחותו מורגשת.;Descriptive
280;"האדם יורד מן הרכבת החשמלית, עובר לרציף השני בגשר להולכי רגל, ומגיע לרציף השלישי הקרוי בהתאם ""רציף מס' 3""";NotDescriptive
281;"תחנות כאלו נבנו במחצית הראשונה של שנות האלפיים בכל מרכזי המועצות של מחוז מוסקבה בהתאם להחלטתה הנבונה של הנהלת המחוז.
";Descriptive
282;בקצה השני של הקרון התמקמה לה חבורת צעירים במדי הרכבת: מקטורנים כחולים, חולצות לבנות, עניבות כחולות וכובעי מצחיה;Descriptive
283;הוא מקריח או קירח לחלוטין;Descriptive
284;האדם נכנס לקרון האמצעי ותופס מקום על יד החלון.;NotDescriptive
285;לפתע רכבת הדיזל נמלאת נוסעים. ;Descriptive
286;הוא לבוש במכנסי טרנינג;Descriptive
287;"האדם רוכש כרטיס ל""פיסגובו"".";NotDescriptive
288;הצעירים במדי הרכבת סואנים, נוהמים וצוחקים.  אחד הצעירים משמיע מדי פעם יללה גרונית ארוכה.;Descriptive
289;ברובם בני גיל העמידה ובני גיל הזהב, ברובם לקטים.;Descriptive
290;האדם בוהה בחלון;NotDescriptive
291; בחזור הוא החליט לנסוע בדרך קלה וטבעית יותר;NotDescriptive
292;בה בעת מופיעות בקרון שתי סוחרות.;Descriptive
293;בעל חזות שגרתית לחלוטין;Descriptive
294;"ישה מבוגרת אחת מספרת לאישה מבוגרת השניה: אתמול נסעתי בקו הזה, חצי מהנוסעים היו עובדי מפעל, כמה שהם צווחו, כמה שצווחו, אתה מכבד אותי צווחו, ככה הם צווחו.  נורא, פשוט נורא, עונה האישה המבוגרת השנייה לאישה המבוגרת הראשונה.";NotDescriptive
295;בנייני מפעל עצומים;Descriptive
296;דירת חדר מצויה מתקופת חרושצ'וב;Descriptive
297;האדם חש חמרמורת קלה, הוא רוצה הביתה, ואין לו חשק לנסוע ברכבת הדיזל,;NotDescriptive
298;מתלים נוחים לתיקים הכבדים שלכם וגם מחטים, חוטי תפירה וצבעי בד.;Descriptive
299;בקולומנה יש הרבה מפעלים;Descriptive
300;ייתכן והפועלים הצווחניים עובדים דווקא במפעל זה, או במפעל אחר.;NotDescriptive
301;האדם תופס את מקומו על יד החלון ― בהתאם לכרטיס ― ונרדם טרם תחילת הנסיעה.;NotDescriptive
302;לבלה יש עיניים יפות, מכיוון שעיניה חומות כשחשופות לאור שמש.;Descriptive
303;למרות שהיא קצרה, ליטה משתמשת בבגדים עם קווים ישרים כך שהיא נראית גבוהה היום.;Descriptive
304;לדני יש מזג גבוה, כך שהיא יכולה לנזוף בכל מי שניגש אליה אתמול.;Descriptive
305;מר באודי לובש היום שמלה רשמית בצבע חום-כתום, נראה שהוא יגיע לפגישה.;Descriptive
306;כאשר עמד להיכנס למערה, רודי נפל למצב בו הוא גרם לברכיו לדמם מכריתה מפלדה חדה.;Descriptive
307;הברזל שחתך את ברכו של רודי היה משמאל למערה והוא היה חום מכיוון שהיה במערה הרבה זמן;Descriptive
308;חוסנה לבשה היום חולצה לבנה וחצאית שחורה, נראה שהיום היא תהיה מתמחה בעבודתה.;Descriptive
309;"גופתו של אורל פרופורציונלית מאוד מכיוון שהוא שוקל 56 ק""ג עם גובה 170 ס""מ.";Descriptive
310;לאירה יש כתם לידה שנמצא בחלק האחורי של הצוואר, כתם הלידה שחור עגול.;Descriptive
311;לאתא יש שומה על המצח, גודל השומה אינו כה גדול.;Descriptive
312;צפרדע היא דו-חיים שאוכלת חרקים ויכולה לחיות ביבשה ומים מתוקים, עורו חלקלק וגופו ירוק או חום אדמדם.;Descriptive
313;"האריה הזכר אורך של 260 עד 330 ס""מ ואילו האריה הנקבי אורך של 240 עד 270 ס""מ.";Descriptive
314;נחשים הם קבוצה של זוחלים שאין להם רגליים וגם להם גוף ארוך, נחשים התפשטו בכל העולם.;Descriptive
315;חתולים פרסיים הם זן חתולים ביתיים, בעלי אופי פנים ארוך ועגול פנים וחוטם קצר.;Descriptive
316;בסוף המאה ה -19 פותחו חתולים פרסיים בארצות הברית ובבריטניה לאחר תום מלחמת העולם השנייה.;Descriptive
317;בבריטניה, גזע החתולים הפרסי נקרא גם חתול הפרווה הארוך הפרסי, חתול זה מחולק לשני סוגים כלומר צ'ינצ'ילות שהן כסופות בהירות וגם מעט כהות.;Descriptive
318;"זיקית רעמה בגודל בינוני עם זנב ארוך. אורך גוף הזיקית הוא כ- 55 ס""מ.";Descriptive
319;ניתן לזהות זיקיות רעמה משורות ההשמדה שנמצאות מאחורי הצוואר.;Descriptive
320;"שפיריות טווח 4.5 ס""מ.";Descriptive
321;"כנפי שפירית יכולות להשתרע בין 7.2 ס""מ ל 8.4 ס""מ.";Descriptive
322;קל יותר לגדל צמחי פרנגיפני באזורים שגובהם לא עולה על 700 מ 'מעל פני הים.;Descriptive
323;לצמחים של פרנגיפאני יש גם צורת עץ בגובה 1.5 מ '- 6 מ'.;Descriptive
324;בצמחי פרנגיפני יש גם כל מיני צבעים כמו צהוב, אדום, ורוד, לבן וכדומה.;Descriptive
325;לצמחי טארו צורות אופייניות, כלומר צורת העלים בדיוק כמו סמל הלב או הלב.;Descriptive
326;עלי צמחי הטארו הם בדרך כלל חלקלקים ומכילים ציפוי שעווה.;Descriptive
327;גודלו של צמח הטארו לעולם אינו עולה על 1 מ '.;Descriptive
328;בצמחי ורדים יש 100 מינים ומעלה.;Descriptive
329;Bungamawar בדרך כלל יש גבעולים קוצניים והוא יכול להגיע לגובה של 2-5 מ '.;Descriptive
330;"צבעונים הם צמחים רב שנתיים בעלי נורות וגובה הנע בין 10 ל -70 ס""מ.";Descriptive
331;גם לטוליפס צורה צרה ומאורכת, והצבע ירוק עם תחושה כחלחלה.;Descriptive
332;האופניים החדשים של ראיין יפה מאוד, מכיוון שיש בו תערובת של אדום ושחור.;Descriptive
333;המשקפיים של סלי נופלים בצומת דרכים, והזכוכית השבורה זרועה אספלט.;Descriptive
334;המכונית הלבנה חונה בצד הדרך כך שאנשים אחרים מתקשים להשתמש גם בכביש.;Descriptive
335;המחשב הנייד החדש שלי הוא כחול בהיר, ויש לו 4 ג'יגה-בתים של זיכרון RAM.;Descriptive
336;מיכל זה נקנה בסעודיה, הצבע יפה מאוד מכיוון שיש לו צבעי כחול וצהוב.;Descriptive
337;גם התמונה של הסיר הזה יפה מאוד, מכיוון שיש לו כיפת מסגד.;Descriptive
338;המנוע ניזוק מכיוון שלא הוחלף בבית מלאכה זה זמן רב.;Descriptive
339;המכונה תוקנה זה עתה, כך שהמנוע יכול לפעול טוב עכשיו;Descriptive
340;הבגדים שקנית היו אדומים, אתה חייב לאהוב אותם.;Descriptive
341;השעון יקר מאוד, מכיוון שיש לו ציפוי זהב בשעון.;Descriptive
342;שריפות היער גרמו לכל האנשים האינדונזים להיות חסרי שקט ולובשים מסכות כאשר הם בתנועה.;Descriptive
343;בזמן האחרון אש יער בקלימנטן ובפקנבארו הפיצו עשן לאזור אצ'ה.;Descriptive
344;שריפות יער באזורי הכבול של קלימנטן מטרידות את העולם מכיוון שקלימנטן היא ריאות העולם.;Descriptive
345;הצונאמי של אצ'ה בשנת 2004 הרג אלפי תושבים אצ'אניים, אירוע זה היה אירוע שגילם את הפצעים העמוקים ביותר עבור תושבי אצ'ה.;Descriptive
346;הצונאמי באצ'ה הפיל גם הוא את כל הבניינים באצ'ה.;Descriptive
347;רעידות אדמה פוגעות לעתים קרובות גם באצ'ה, מכיוון שהלוחות התת-קרקעיים של אצ''ה משתנים.;Descriptive
348;תיירים טבעיים לשיא בוגור נהנים מאוד מתיירים, מכיוון שהמקום קריר.;Descriptive
349;בשיא הנסיעה של בוגור הוא גם שקט מאוד ולא הרבה רכבים עוברים, כך שהוא יכול להרגיע את דעתנו.;Descriptive
350;כדי ליצור אינדונזיה בריאה, עלינו לשתול עצים מוקדם. מכיוון שעצים יכולים לקרר את הטבע שלנו.;Descriptive
351;החוף בסבנג יפה מאוד, המים כחולים מאוד והמקום עדיין יפה.;Descriptive
352;"""שמעת,"" אמר לי צורי בפה מלא פלאפל, ""שרון עבר היום את הראיון,
אחרי הגיוס יש לו עוד איזה גיבושון קטן, והוא בשייטת";NotDescriptive
353;"תאום משום מקום באה צפירה ,שכחתי בכלל שהיום יום
הזכרון. שרון וגלעד הזדקפו שניהם. ";NotDescriptive
354;ביום השואה לקחו את כל הכיתות לאולם התעמלות.;NotDescriptive
355;ואני התחלתי ללכת. ;NotDescriptive
356;" אתה יודע מה
זה להיות בשייטת? הם בוחרים אחד מאלף..."" אביב התחיל לקלל";NotDescriptive
357;"הסתכלתי עליהם עומדים כמו בובות
בחלון ראווה";Descriptive
358;"באולם סידרו מין
במה מאולתרת ומאחוריה הדביקו על הקיר בריסטולים שחורים עם
שמות של מחנות ריכוז וציורים של גדרות תיל";Descriptive
359;"""לא, לא משם"", משכה את זרועי.";NotDescriptive
360;"היית צריך לראות אותם עושים חארקות על האופניים של
שולם, כמו ילדים קטנים";NotDescriptive
361;"איפה שרון?"" שאלתי, ""לא ראיתי אותו היום."" הקול שלי
קצת רעד";NotDescriptive
362;וכל הפחד שלי פתאום נעלם;NotDescriptive
363;"כשנכנסנו לאולם, סיון
ביקשה ממני שאשמור לה מקום. תפסתי לנו שני מקומות.";NotDescriptive
364;"""הם יבואו מהשער אז כדאי שתצא מהחור בגדר שמאחורי
הצריפים""";NotDescriptive
365;"שרון היה מה זה מרוצה שעבר את שלב
הראיון ";NotDescriptive
366;"שרון במבדקים של הקומנדו הימי,"" אמרה סיון בגאווה,
""הוא כבר עבר כמעט את כל השלבים, נשאר לו רק עוד איזה ראיון"".";NotDescriptive
367;" גלעד שעמד מתוח, עיניו
עצומות, והחזיק את הז'קט של שרון בידו נראה לי כמו קולב בגדים
מגודל";NotDescriptive
368;"הג'ינס היה דק ונעים כזה, והתרגשתי כאילו נגעתי
לה ממש בגוף.";Descriptive
369;שמחתי שסיון דואגת לי כל-כך, אפילו יותר משפחדתי ;NotDescriptive
370;".אח שלי אמר שדווקא בראיון האישי נופלים הכי הרבה."" הלכתי 
למגרש של בית-ספר, אבל אף אחד לא היה שם. האופניים של שולם,
שהיו קשורות תמיד למעקה שליד חדר האחות, נעלמו ";NotDescriptive
371;"מרחוק ראיתי את גלעד מתקרב אלינו במעבר, ""אתה יודע שהוא הולך
לקבל במסיבת סיום פרס תלמיד מצטיין? המנהל כבר הודיע""";NotDescriptive
372;ושרון, עם המבט הרצחני שלו והיד המאוגרפת,;NotDescriptive
373;"מה מהטתניקים עלו על הבמה והטקס
התחיל ";Descriptive
374;מאחורי הצריפים חיכה לי שרון.;NotDescriptive
375;"בבוקר שבאתי לבית-ספר
האופניים עוד לא היו שם";NotDescriptive
376;"""סיון"",
אמר גלעד שהגיע כבר ממש עד אלינו, ""מה את עושה כאן? הספסלים
האלה ממש לא נוחים.";NotDescriptive
377;"הלכתי
לפירצה בגדר ויצאתי ממנה לאט ובשקט, מאחורי שמעתי את שרון מסנן
בשקט, ""אנחנו עוד נזיין אותך""";NotDescriptive
378;"נפתחה לו הפיתה מלמטה וכל הטחינה והמים של הסלט התחילו ליזול לו
על הידיים";Descriptive
379;"""אל תחשוב על זה אפילו"", אמר, ""אין
לך סיכוי""";NotDescriptive
380;"חיכיתי שכולם יכנסו לכיתות ואז הלכתי לספר
למנהל";NotDescriptive
381;"בואי ,שמרתי לך מקום בכסאות מאחורה."" ""כן,""
חייכה אלי סיון חיוך מתנצל וקמה, ""כאן ממש צפוף.""";NotDescriptive
382;אבל הוא לא זז אפילו מילימטר;NotDescriptive
383;"צורי חצי גיחך חצי נחנק וחתיכות של עגבניה ופיתה
עפו לו מהפה";Descriptive
384;הסתובבתי;NotDescriptive
385;" היא הלכה לשבת
עם גלעד מאחורה.";NotDescriptive
386;"על המדרגות
היתה זרוקה שרשרת מפורקת ומנעול של ירדני";Descriptive
387;מאחורי עמד גלעד;NotDescriptive
388;"מנהל אמר שעשיתי את הדבר הנכון, ושאף אחד לא ידע על
השיחה שלנו, וביקש מהמזכירה שתרשום";NotDescriptive
389;"לעד היה החבר הכי טוב של שרון, הם שיחקו יחד
בנבחרת הכדורסל של התיכון.";NotDescriptive
390;"מגע ידה היה קר
ונעים";Descriptive
391;"תמיד ידעתי שאתה נקניק"",
אמר שרון, ""אבל אף פעם לא חשבתי שאתה טיפוס של מלשין""";NotDescriptive
392;"באותו יום לא קרה כלום, וגם לא ביום שאחרי, אבל ביום 
חמישי המנהל נכנס לכיתה עם שוטר במדים וביקש משרון וגלעד לצאת";NotDescriptive
393;"אחרי שכל התלמידים דיקלמו את הקטעים הרגילים עלה על הבמה איש
אחד די מבוגר עם סוודר בורדו וסיפר על אושוויץ.";NotDescriptive
394;"""למה
הלשנת עלינו, יא זבל?"" דחף אותי גלעד בכוח, עפתי על שרון והוא דחף
אותי ממנו.";NotDescriptive
395;לא עשו להם כלום, רק הזהירו אותם;NotDescriptive
396;"הוא היה אבא של
מישהו מהתלמידים";NotDescriptive
397;"נראה פתאום כמו
ילד קטן שמנסה לחקות איזה פוזה שראה פעם בסרט פעולה";Descriptive
398;"""אני אגיד לך למה הוא הלשין"". אמר שרון, ""בגלל שאלי שלנו
קנאי מלוכלך.";NotDescriptive
399;"את האופניים הם לא יכלו להחזיר,
כי סתם זרקו אותם באיזה מקום, אבל אבא של שרון בא במיוחד לבית-
ספר והביא לשולם
אופני ספורט חדשות";NotDescriptive
400;"הוא לא דיבר הרבה, רבע שעה בערך. אחר-כך חזרנו
לכיתות";NotDescriptive
401;"אני
המשכתי ללכת הביתה, עובר ברחוב בין האנשים הקפואים כמו בובות
שעווה, הצפירה עוטפת אותי במגן בלתי-נראה";Descriptive
402;" הוא מסתכל עלי ורואה שאני תלמיד יותר טוב ממנו
וספורטאי יותר טוב ממנו, ושיש לי חברה שהיא הבחורה הכי יפה בבית-
ספר, בזמן שהוא עוד מסכן ובתול, וזה אוכל אותו מבפנים"". שרון הוריד
את ז'קט העור שלו והושיט אותו לגלעד, ""אז הנה, אלי, הצלחת";NotDescriptive
403;"שולם בהתחלה לא רצה לקחת אותם. ""הכי בריא
ללכת ברגל"", אמר לאבא של שרו";NotDescriptive
404;"כשיצאנו החוצה ראיתי את שולם השרת שלנו יושב על המדרגות
של חדר האחות ובוכה";NotDescriptive
405;"יון התיישבה
לידי, היה קצת צפוף על הספסלים";NotDescriptive
406;"מר ופתח את רצועת שעון הצלילה שלו ושם אותו ""אבא שלי
חושב שאני גנב, כמעט פתחו לי תיק במשטרה";NotDescriptive
407;"בל אבא של שרון התעקש ושולם
בסוף לקח אותם";NotDescriptive
408;"הי ,שולם, מה קרה?"" שאלתי. ""האיש הזה
באולם,"" אמר שולם, ""אני מכיר אותו, גם אני הייתי בזונדרן קומנדו.""";NotDescriptive
409;"שמתי את המרפק על הרגל שלי וגב
ידי נגעה בג'ינס שלה";NotDescriptive
410;"תלמיד מצטיין אני כבר
לא אקבל";NotDescriptive
411;"זה היה מצחיק לראות את שולם נוסע על אופני ספורט,
ואני ידעתי שהמנהל צדק ובאמת עשיתי את הדבר הנכון";NotDescriptive
412;"""אתה היית בקומנדו? מתי?"" שאלתי, לא יכולתי לדמיין את שולם הרזה
והקטן שלנו בשום יחידת קומנדו, אבל מי יודע, אולי";NotDescriptive
413;"עכשיו אתה מרוצה?"" רציתי להגיד לו שזה לא בגלל זה ,שזה
בגלל שולם, שגם הוא היה ביחידת קומנדו, שהוא בכה כמו ילד ביום
השואה";NotDescriptive
414;"ף-אחד לא
חשד שסיפרתי, ככה לפחות חשבתי אז. היומיים הבאים עברו כרגיל, אבל
ביום שני שבאתי לבית-ספר חיכתה לי סיון בחצר";NotDescriptive
415;"שולם ניגב את
העיניים שלו בכפות ידיו ונעמד, ""לא חשוב,"" אמר לי שולם, ""לך, לך
לכיתה. זה באמת לא חשוב "".";NotDescriptive
416;"אני הסתכלתי על הבמה ונשמתי עמוק,
כף-היד שלי עדיין הזיעה.";NotDescriptive
417;"מקום זה אמרתי, ""זה בכלל לא זה... לא הייתם צריכים לגנוב
לו את האופניים, לא היה בזה שום טעם. אין לכם כבוד"".";NotDescriptive
418;"""תשמע, אלי "",היא
אמרה לי, ""שרון גילה שאתה זה שהלשנת על האופניים, אתה חייב
להסתלק מכאן לפני שהוא וגלעד יתפסו אותך";NotDescriptive
419;אחרי הצהריים ירדתי למרכז המסחרי.;NotDescriptive
420;"כשדיברתי רעד
לי הקול, ""אתה שומע, גלעד, השטינקר הבכיין הזה יסביר לנו מה זה
כבוד. כבוד זה לא להלשין על חברים, יא חרא"", אמר שרון ואיגרף את
ידו, ""אני וגלעד נלמד אותך עכשיו מה זה כבוד, בדרך הקשה"".";NotDescriptive
421;"הג'ינס היה דק ונעים כזה, והתרגשתי כאילו נגעתי
לה ממש בגוף";Descriptive
422;" השתדלתי להסתיר את
הפחד, לא רציתי שסיון תראה שאני מפחד""";NotDescriptive
423;בפלאפל פגשתי את אביב וצורי;NotDescriptive
424;"פגשנו אותו עכשיו במגרש של בית-ספר. הוא וגלעד השתוללו
שם, בירות והכל";NotDescriptive
425;"רציתי 
לזוז משם, לברוח ,להרים את הידיים כדי להגן על הפנים אבל הפחד
שיתק אותי.";NotDescriptive
426;"אולם סידרו מין
במה מאולתרת ומאחוריה הדביקו על הקיר בריסטולים שחורים עם
שמות של מחנות ריכוז וציורים של גדרות תיל.";Descriptive
427;"מהר, תברח,"" היא אמרה.";NotDescriptive
428;ובאמת, מאיפה לו שלא יוולד איזה כולירה, כי ילדים זה כמו רולטה רוסית, אתה אף-פעם לא יודע מה תקבל בסוף בראש.;Descriptive
429;גם לה זה לא בא בקלות, אבל הפלה הפחידה אותה אפילו יותר, ואם הם כבר ממילא יודעים שהם בכיוון משפחה אז זה פשוט להקדים את המאוחר.;NotDescriptive
430;אמרה הסבתא הגדולה בזמן שהיא מנדנדת את ראשה על פי קצב נעימת שיר הסיום של הסידרה ;Descriptive
431;הם קראו לו אביגדור, על שם הבעל של הסבתא הגדולה, זכרונו לברכה, וגידלו אותו עם המון אהבה.;NotDescriptive
432;וזה לא שהוא היה אדיש או משהו, הוא היה מאוד בעניין, כשאת המקום של הפחדים מחליפה ציפייה.;NotDescriptive
433;את החלומות הוא לא זכר, אבל היה מוכן להישבע שהם שמחים.;NotDescriptive
434;הוא הלך לקנות משהו למחשב בקניון;NotDescriptive
435;משהו רציני, לא ברמה של איזה שיחה עם אמא או אפילו סבתא, משהו שדורש לא פחות מביקור אצל הסבתא הגדולה.;NotDescriptive
436;ראה שם ילד מגעיל באוברול, מכריח את האמא שלו לקנות לו משחק טלויזיה באיומי סרק שיטיל את הגופה השמנמנה שלו מעל המעקה של הקומה השניה.;Descriptive
437;בלילה, תחכה עד שהיא נרדמת, ואז תשכב כשהראש שלך יהיה צמוד לה לבטן.;NotDescriptive
438;בהתחלה, כשעוד לא היה בטן, היה מנסה לא לחשוב על זה, לא שזה עזר, אבל לפחות היה לאן לחתור.;NotDescriptive
439;פעם;NotDescriptive
440;כל היום היא היתה יושבת בבית וטוחנת טלנובולות, וגם כשכבר היתה מסכימה שמישהו יבוא לביקור, לא היתה מוכנה לכבות את הטלויזיה.;Descriptive
441;ואפילו כשראה את הרופא המיילד מסתודד עם האחיות וניגש אליו אחר-כך בצעד מהסס, לא איבד לשניה את הביטחון שהכל יסתדר.;NotDescriptive
442;'ממה?' שאלה הסבתא הגדולה בזמן שהיא בוהה באיזה ויקטור אחד עם שפם שבדיוק גילה למישהי עטופה במגבת שהוא בעצם האבא שלה 'לא יודע,' מילמל, 'שיוולד איזה משהו שלא רציתי בכלל.';NotDescriptive
443;וישר הסתלק משם, לפני שהאמא ההיסטרית תביא עליו את הביטחון. ;NotDescriptive
444;הוא גם לא זכר בחיים שלו תקופה שישן ככה, שלו כזה, לא קם אפילו לפיפי.;NotDescriptive
445;מלחיץ אותך,' צחקה 'תראה איך אתה מזיע.' 'בטח שמלחיץ,' ניסה לצחוק חזרה 'את קל לך, יא זונה, לך יש רחם, אבל אני, את מכירה אותי, אני נלחץ גם כשאין ממה, ועכשיו, כשכבר יש..' 'גם אני מפחדת,' אמרה והתכרבלה לתוכו 'עזבי,' חיבק 'בסוף זה יתגלץ', עוד תראי.;Descriptive
446;בלילות, אחרי שכולם נרדמו, הוא היה מכבה את הטלויזיה והולך להסתכל על אביגדור שישן על ערמת החציר שפיזר לו על ריצפת חדר הילדים.;NotDescriptive
447;תקשיב לי טוב, נין,;NotDescriptive
448;האמת שאחרי הלידה היא היתה הרבה זמן בדיכאון, ולמרות שאף-פעם לא דיברו על זה, הוא ידע שכמה שאהבה את אביגדור, עמוק בלב היא רצתה משהו אחר.;NotDescriptive
449;היא לא ממש הבינה את התנוחה המצחיקה הזאת שבה היתה מוצאת אותו בבוקר, אבל הסתפקה בזה ששוב היה רגוע, והוא גם נשאר רגוע כל הדרך, עד חדר הלידה.;NotDescriptive
450; כל-כך חזק שאי-אפשר להגיד אותו במילים.;NotDescriptive
451;פעם, בערך בחודש השלישי, הוא הלך לקנות משהו למחשב בקניון, וראה שם ילד מגעיל באוברול, מכריח את האמא שלו לקנות לו משחק טלויזיה באיומי סרק שיטיל את הגופה השמנמנה שלו מעל המעקה של הקומה השניה.;NotDescriptive
452;שלו כזה, לא קם אפילו לפיפי.;Descriptive
453;היה מתחתן איתה-רבנות מחר, רק שכל הסיפור הזה עם התינוק הלחיץ אותו אש.;NotDescriptive
454; אבל באמת;NotDescriptive
455;אחר-כך, כשכבר התחילו טיפה לראות, היה מדמיין אותו יושב לה בבטן, קטן כזה, מאנייק, עם חליפה של עסקן.;NotDescriptive
456;מאחורה, עמוק בפנים, יכול היה להרגיש את הטחורים שלו נפתחים אחד אחרי השני כמו פרחים באביב;NotDescriptive
457;אחר-כך היא בכתה קצת, והוא הרגיע, ואז נרדמה, והוא לא.;NotDescriptive
458;והוא התחיל להרגיש שזה לא עסק, שהוא חייב לעשות משהו.;NotDescriptive
459;בסוף נולד להם סוס פוני, או שאולי יותר נכון לומר סייח.;Descriptive
460;"במקלון יש חלון קטן, כשיש בו רק פס אחד זה אומר שהכל בסדר, וכשיש שניים - פייר, תמיד רצית להיות אבא.";NotDescriptive
461;מקלון הזהב' קוראים לזה, ויש לעיין בעלון המצורף לצרכן לפני שהחברה שלך עושה עליו פיפי.;NotDescriptive
462;ממה?' שאלה הסבתא;NotDescriptive
463;מאז, כל לילה הוא ישן עם הראש צמוד לבטן שלה, שרק הלכה וגדלה.;NotDescriptive
464;אני מפחד, סבתא גדולה,' בכה לה על הספה בסלון, 'אני כל-כך מפחד שאין לך מושג'.;NotDescriptive
465;"עכשיו, העובר, כשהוא בבטן, אין לו דעה על כלום, אז הוא מקבל. מה שתחלום זה מה שיהיה - בלי חוכמות.'";NotDescriptive
466;היא לקחה אותו להמון רופאים מומחים שאמרו שאף-פעם לא ממש יגדל.;NotDescriptive
467;בשבתות היו רוכבים עליו לפארק הלאומי ומשחקים איתו בכל מיני משחקים, בעיקר קאובויים ואינדיאנים.;Descriptive
468;לרוב חברה שלו היתה מעירה אותו .;NotDescriptive
469;בינתיים, בטלנובלה, הזאת עם המגבת ירתה בויקטור, פעמיים, למורת רוחה של הסבתא הגדולה, והוא היה מוחבר עכשיו, כבר די הרבה פרקים, למכונת הנשמה.;Descriptive
470;תקשיב לי טוב, נין,' אמרה הסבתא הגדולה בזמן שהיא מנדנדת את ראשה על פי קצב נעימת שיר הסיום של הסידרה 'בלילה,;NotDescriptive
